"file","swedish","english","chinese" 
"English\Receptionist_LookForModifier.eng.mtf","Alla typer av personliga åsikter om lokalen ignoreras vänligen","All manner of personal opinions regarding the premises are disregarded","任何关于场地的个人意见都请忽略"
"English\Receptionist_LookForModifier.eng.mtf","Adjö","Goodbye","再见"
"English\Receptionist_StrangeExplosion.eng.mtf","Vem söker ni?","Who are you looking for?","你在找谁？"
"English\Receptionist_StrangeExplosion.eng.mtf","Jag tror att en av era anställda blev skadad av en explosion nere på stan!","I believe one of your employees has been hurt in an explosion downtown!","我认为您的一名员工在市中心的爆炸中受伤！"
"English\Receptionist_StrangeExplosion.eng.mtf","Ja, vi är informerade om läget","Yes, we are aware of the situation","是的，我们已获悉有关情况"
"English\Receptionist_StrangeExplosion.eng.mtf","Vet ni vem det var som gjorde det?","Do you know who's behind it?","你知道是谁干的吗？"
"English\Receptionist_StrangeExplosion.eng.mtf","Vi kan inte lämna ut någon information i ärendet","We can not disclose any information on the matter","我们无法透露此案的任何信息"
"English\Receptionist_StrangeExplosion.eng.mtf","Bra","Good","好的"
"English\Receptionist_StrangeExplosion.eng.mtf","Kommer han att klara sig?","Is he gonna be OK?","他能成功吗？"
"English\Receptionist_StrangeExplosion.eng.mtf","Det räknar jag med","I expect him to be","我指望这一点"
"English\Receptionist_StrangeExplosion.eng.mtf","Chefen!","The boss!","老板！"
"English\Receptionist_StrangeExplosion.eng.mtf","Vi har ett antal enhetschefer och avdelningschefer","We have a number of departmental heads and unit leaders","我们拥有多名单位经理和部门经理"
"English\Receptionist_StrangeExplosion.eng.mtf","Var god precisera er förfrågan","Please be more specific","请注明您的要求"
"English\Receptionist_StrangeExplosion.eng.mtf","Äsch, strunt samma","Eh, never mind","呃，别介意一样"
"English\Receptionist_StrangeExplosion.eng.mtf","Högsta chefen...","Like the head honcho...","最高酋长..."
"English\Receptionist_StrangeExplosion.eng.mtf","Jag antar att ni menar Dr Monad?","I assume you mean Dr Monad?","我猜你指的是莫纳德博士？"
"English\Receptionist_StrangeExplosion.eng.mtf","Hon tar inte emot gäster","She will not see anyone","她不接待客人"
"English\Receptionist_StrangeExplosion.eng.mtf","Jag har en fråga angående ministeriet","I have a question about the ministry","我有一个关于事工的问题"
"English\Receptionist_StrangeExplosion.eng.mtf","Jag får då hänvisa er till informationsavdelningen","In that case I'll have to direct you to the department of information","然后我可以转介您到信息部门"
"English\Receptionist_StrangeExplosion.eng.mtf","Jaha, var sitter den?","Ok, where is it?","是的，它在哪里？"
"English\Receptionist_StrangeExplosion.eng.mtf","Våning 2, kontor 1c","Floor 2, office 1c","2楼办公室1c"
"English\Receptionist_StrangeExplosion.eng.mtf","Jag vill dit!","I wanna go there!","我想去那边！"
"English\Receptionist_StrangeExplosion.eng.mtf","De är på semester","They're on vacation","他们正在度假"
"English\Receptionist_StrangeExplosion.eng.mtf","Jaha, kan jag åka dit med hissen?","OK, can I use the elevator anyway?","是的，我可以乘电梯去那里吗？"
"English\Receptionist_StrangeExplosion.eng.mtf","Nej, de är på semester","No, they're on vacation","不，他们正在度假"
"English\Receptionist_StrangeExplosion.eng.mtf","OK, hej då","OK, bye","好的，再见"
"English\Receptionist_StrangeExplosion.eng.mtf","Adjö","Goodbye","再见"
"English\Roby_Arrival.eng.mtf","Hallå där","Hey there","你好呀"
"English\Roby_Arrival.eng.mtf","Måste jobba, kan vi snacka senare?","Gotta work, maybe chat later?","还要上班，我们可以稍后再聊吗？"
"English\Roby_ClubDotGig1.eng.mtf","Ey","'ey","嘿"
"English\Roby_ClubDotGig1.eng.mtf","Ja, du!","Yeah, you!","是的，就是你！"
"English\Roby_ClubDotGig1.eng.mtf","Har du sett några kostymnissar här?","You seen any suits around here?","你在这里见过服装精灵吗？"
"English\Roby_ClubDotGig1.eng.mtf","Va?","What?","啊？"
"English\Roby_ClubDotGig1.eng.mtf","Eh... nej","Er... no","呃没有"
"English\Roby_ClubDotGig1.eng.mtf","Kanske det","Maybe","也许吧"
"English\Roby_ClubDotGig1.eng.mtf","Jag tror att de är ute efter mig","I think they're out to get me","我认为他们在追赶我"
"English\Roby_ClubDotGig1.eng.mtf","Skit också, jag visste att det här skulle hända","Shit, I knew this was going to happen","该死，我就知道会发生这样的事"
"English\Roby_ClubDotGig1.eng.mtf","Vilka då?","Who?","WHO？"
"English\Roby_ClubDotGig1.eng.mtf","Vänta nu, vem är du?","Wait, who are you?","等等，你是谁？"
"English\Roby_ClubDotGig1.eng.mtf","Roby var namnet","My name's Roby","罗比是这个名字"
"English\Roby_ClubDotGig1.eng.mtf","Bor du här?","Do you live here?","你住在这里吗？"
"English\Roby_ClubDotGig1.eng.mtf","Jag bor på hotellet","I stay at the hotel","我住在酒店"
"English\Roby_ClubDotGig1.eng.mtf","OK?","OK?","好的？"
"English\Roby_ClubDotGig1.eng.mtf","Ja","Yes","是的"
"English\Roby_ClubDotGig1.eng.mtf","Nej, bara på besök","No, I'm just visiting","没有，只是参观"
"English\Roby_ClubDotGig1.eng.mtf","OK, fan","OK, shit","好吧，该死的"
"English\Roby_ClubDotGig1.eng.mtf","Vad har hänt egentligen?!","What happened here?!","到底发生了什么？！"
"English\Roby_ClubDotGig1.eng.mtf","Det var ett gäng byråkrater runt radiostationen","There was a bunch of bureaucrats hanging around the radio station","广播电台周围有一群官僚"
"English\Roby_ClubDotGig1.eng.mtf","Så jag kunde inte gå in","So I couldn't go inside","所以我无法进入"
"English\Roby_ClubDotGig1.eng.mtf","Radiostation?","Radio station?","广播电台？"
"English\Roby_ClubDotGig1.eng.mtf","Ja precis","Yeah, exactly","对，就是这样"
"English\Roby_ClubDotGig1.eng.mtf","Vi sänder ut på fyra frekvenser samtidigt","We're broadcasting on four frequencies simultaneously","我们同时在四个频率上广播"
"English\Roby_ClubDotGig1.eng.mtf","De bästa och senaste låtarna","The latest and greatest hits","最好听和最新的歌曲"
"English\Roby_ClubDotGig1.eng.mtf","Det är jag som väljer","I pick the songs","是我自己选择"
"English\Roby_ClubDotGig1.eng.mtf","Jaha, var ligger den?","Oh, where's that?","是的，它在哪里？"
"English\Roby_ClubDotGig1.eng.mtf","Norr om hamnen, i ett torn","North of the harbor, up in a tower","港口北面的一座塔楼内"
"English\Roby_ClubDotGig1.eng.mtf","Men jag ska dra nu","But I gotta jet","但我现在要走了"
"English\Roby_ClubDotGig1.eng.mtf","Måste hitta någon som kan hjälpa mig","I have to find someone who can help me","需要找人来帮助我"
"English\Roby_ClubDotGig1.eng.mtf","OK, lycka till","OK, good luck","好的，祝你好运"
"English\Roby_ClubDotGig1.eng.mtf","Cya","See ya","氰基"
"English\Roby_ClubDotGig1.eng.mtf","Jag kanske kan hjälpa dig förresten","Perhaps I can help you out somehow","顺便说一下我也许可以帮助你"
"English\Roby_ClubDotGig1.eng.mtf","Ursäkta, det var inget","Sorry, never mind","抱歉，没什么"
"English\Roby_ClubDotGig1.eng.mtf","OK","OK","好的"
"English\Roby_ClubDotGig1.eng.mtf","Jag kanske kan göra något?","Perhaps I can do something?","也许我可以做点什么？"
"English\Roby_ClubDotGig1.eng.mtf","Ja..?","Yes...?","是的..？"
"English\Roby_ClubDotGig1.eng.mtf","Ja!","Yeah!","是的！"
"English\Roby_ClubDotGig1.eng.mtf","Det vore ju sjukt snällt","That'd be real cool of you","那真是太好了"
"English\Roby_ClubDotGig1.eng.mtf","Hittar du dit?","Do you know the way there?","你能找到吗？"
"English\Roby_ClubDotGig1.eng.mtf","Eh, njae...","Um, not really...","呃，好吧..."
"English\Roby_ClubDotGig1.eng.mtf","Alltså, du går bara förbi färjan och svänger sedan höger runt huset","OK, so you just walk past the ferry and then take a right around the corner of the house","所以，你只需走过渡轮，然后在房子周围右转"
"English\Roby_ClubDotGig1.eng.mtf","Det är ett högt torn typ","It's a big tower, like","它就像一座高塔"
"English\Roby_ClubDotGig1.eng.mtf","Du måste ta hissen för att komma upp till studion där vi sänder ifrån","You have to use the elevator to get to the studio we're broadcasting from","你必须乘电梯才能到达我们直播的演播室"
"English\Roby_ClubDotGig1.eng.mtf","Hittar var?","To where?","哪里找？"
"English\Roby_ClubDotGig1.eng.mtf","Radiostationen","To the radio station","广播电台"
"English\Roby_ClubDotGig1.eng.mtf","Jodå, det ska nog inte vara något problem","Yeah, that shouldn't be a problem","是的，这可能不成问题"
"English\Roby_ClubDotGig1.eng.mtf","OK, så när du väl är inne i studion så måste du leta upp en röd väska","OK, so when you're inside the studio you need to find a red bag","好的，所以一旦你进入工作室，你需要找到一个红色的包"
"English\Roby_ClubDotGig1.eng.mtf","Få ut den ur huset innan någon byråkrat tar den","Get it out of the building before a bureaucrat snatches it","在官僚拿走之前把它带出房子"
"English\Roby_ClubDotGig1.eng.mtf","Förstår du?","Do you understand?","你明白吗？"
"English\Roby_ClubDotGig1.eng.mtf","Så jag ska hämta en väska?","So I'm supposed to get a bag for you?","那我去拿个包吗？"
"English\Roby_ClubDotGig1.eng.mtf","Ja, en röd","Yes, a red one","是的，红色的"
"English\Roby_ClubDotGig1.eng.mtf","Ja, verkar superenkelt","Sounds like a piece of cake","是的，看起来超级简单"
"English\Roby_ClubDotGig1.eng.mtf","Bra","That's good","好的"
"English\Roby_ClubDotGig1.eng.mtf","Hmm... vänta jag lyssnade inte riktigt","Hmm... wait, I wasn't really listening","嗯……等等，我没认真听"
"English\Roby_ClubDotGig1.eng.mtf","Du går in på mitt kontor","Walk into my office","你走进我的办公室"
"English\Roby_ClubDotGig1.eng.mtf","Och hämtar en röd väska","And fetch a red bag","然后拿起一个红色的袋子"
"English\Roby_ClubDotGig1.eng.mtf","Vi träffas här igen sen när du är klar","Then we'll meet here later when you are done","当你完成后我们会在这里再次见面"
"English\Roby_ClubDotGig1.eng.mtf","Jag måste springa nu!","I have to run now!","我现在必须跑！"
"English\Roby_ClubDotMorning.eng.mtf","Ey","'ey","嘿"
"English\Roby_ClubDotMorning.eng.mtf","Ja, du!","Yeah, you!","是的，就是你！"
"English\Roby_ClubDotMorning.eng.mtf","Har du sett några kostymnissar här?","You seen any suits around here?","你在这里见过服装精灵吗？"
"English\Roby_ClubDotMorning.eng.mtf","Va?","What?","啊？"
"English\Roby_ClubDotMorning.eng.mtf","Eh... nej","Er... no","呃没有"
"English\Roby_ClubDotMorning.eng.mtf","Kanske det","Maybe","也许吧"
"English\Roby_ClubDotMorning.eng.mtf","Jag tror att de är ute efter mig","I think they're out to get me","我认为他们在追赶我"
"English\Roby_ClubDotMorning.eng.mtf","Skit också, jag visste att det här skulle hända","Shit, I knew this was going to happen","该死，我就知道会发生这样的事"
"English\Roby_ClubDotMorning.eng.mtf","Var det du som letade efter mig inne på hotellet?","Were you the one looking for me at the hotel?","你是在酒店里找我的吗？"
"English\Roby_ClubDotMorning.eng.mtf","Va? Nej jag känner inte dig!","What? No, I don't know you!","啊？不我不认识你！"
"English\Roby_ClubDotMorning.eng.mtf","Vänta nu, vem är du?","Hold on, who are you?","等等，你是谁？"
"English\Roby_ClubDotMorning.eng.mtf","Roby var namnet","Name's Roby","罗比是这个名字"
"English\Roby_ClubDotMorning.eng.mtf","Bor du här?","Do you live here?","你住在这里吗？"
"English\Roby_ClubDotMorning.eng.mtf","Jag bor på hotellet","I stay at the hotel","我住在酒店"
"English\Roby_ClubDotMorning.eng.mtf","OK?","OK?","好的？"
"English\Roby_ClubDotMorning.eng.mtf","Ja","Yes","是的"
"English\Roby_ClubDotMorning.eng.mtf","Nej, bara på besök","No, I'm just visiting","没有，只是参观"
"English\Roby_ClubDotMorning.eng.mtf","OK, fan","OK, shit","好吧，该死的"
"English\Roby_ClubDotMorning.eng.mtf","Vad har hänt egentligen?!","What's going on then?!","到底发生了什么？！"
"English\Roby_ClubDotMorning.eng.mtf","Det var ett gäng byråkrater runt radiostationen","There was a bunch of bureaucrats hanging around the radio station","广播电台周围有一群官僚"
"English\Roby_ClubDotMorning.eng.mtf","Så jag kunde inte gå in","So I couldn't go inside","所以我无法进入"
"English\Roby_ClubDotMorning.eng.mtf","Radiostation?","Radio station?","广播电台？"
"English\Roby_ClubDotMorning.eng.mtf","Ja precis","Yeah, exactly","对，就是这样"
"English\Roby_ClubDotMorning.eng.mtf","Vi sänder ut på fyra frekvenser samtidigt","We're broadcasting on four frequencies simultaneously","我们同时在四个频率上广播"
"English\Roby_ClubDotMorning.eng.mtf","De bästa och senaste låtarna","The latest and greatest hits","最好听和最新的歌曲"
"English\Roby_ClubDotMorning.eng.mtf","Det är jag som väljer","I pick the songs","是我自己选择"
"English\Roby_ClubDotMorning.eng.mtf","Jaha, var ligger den?","Oh, where's that?","是的，它在哪里？"
"English\Roby_ClubDotMorning.eng.mtf","Norr om hamnen, i ett torn","North of the harbor, up in a tower","港口北面的一座塔楼内"
"English\Roby_ClubDotMorning.eng.mtf","Men jag ska dra nu","But I gotta jet","但我现在要走了"
